moroni 0 -0,299007194162815 1 0
883 10679 2,63033803963584 0 2
cph-yyz 10680 0,786993682564699 0 1
ageing 10681 1,24819485230753 0 1
saviour 10682 0,776344071317624 0 1
birds 10683 1,48434665570238 0 1
787's 10684 0,658861609296343 0 1
colder 10685 1,88567874184143 0 1
ywg-yyz-dfw 10686 0,823538698779204 0 1
ywg 10687 0,749970343126902 0 2
dfw 10688 1,69156419266554 0 2
e75's 10689 1,57537199178495 0 1
yeg-yyz 10690 1,43985560324036 0 1
yvr-yyz 10691 1,16340142901214 0 1
yul-yvr 10692 1,73230536814421 0 1
321 10693 1,72379096663734 0 1
yyt-lhr 10694 1,6259583652606 0 1
lhr-yyt 10695 0,0830971729862956 0 1
em190 10696 2,13125914294797 0 1
fco-yyz 10697 -0,0695423668574273 0 1
instantaneous 10698 1,34349779865867 0 1
lax-yyz 10699 2,58090451079463 0 1
holds 10700 1,04979897963339 0 1
north-american 10701 2,36400088936277 0 1
23/8/13 10702 0,716352503381834 0 1
reykjavik 10703 2,56074615752359 0 1
akureyri 10704 1,30417549829193 0 1
serviced 10705 0,983614232569753 0 1
propeller 10706 1,93464192810219 0 1
journal 10707 1,43030074463706 0 1
adventures 10708 0,673840138164274 0 1
iceland 10709 1,47785271186282 0 1
egilsstadir 10710 4,82948076833481 0 1
reykjavík 10711 4,5225968686969 0 1
dolomiti 10712 15,232073210055 0 11
turin 10713 7,44600551354047 0 2
puntuale 10714 1,9198298198729 0 1
aereo 10715 1,95895030496593 0 1
immacolato 10716 2,51647674837917 0 1
sedile 10717 1,75102718125611 0 1
comodo 10718 1,94030252990327 0 1
vino 10719 2,56813660160086 0 1
servito 10720 1,38981163808602 0 1
bicchieri 10721 2,20462227957538 0 1
vetro 10722 1,87567578119956 0 1
anche 10723 1,71252573510284 0 1
lo 10724 2,17582394898675 0 1
è 10725 2,50788707272517 0 1
gentile 10726 2,14133094127352 0 1
offre 10727 1,22036492005939 0 1
più 10728 1,18063539098046 0 1
richiesta 10729 2,58979715676503 0 1
sorridente 10730 1,96710219567972 0 1
tutto 10731 2,20528288530432 0 1
ottimo 10732 4,63574287636939 0 2
gothenburg 10733 1,75658484243629 0 1
elder 10734 0,68053906149256 0 1
jelly 10735 0,922992815553673 0 1
cleanless 10736 1,93184235488616 0 1
fraught 10737 4,71559799575042 0 1
genoa 10738 4,68017123936683 0 1
liner 10739 6,17524745868298 0 1
strangely 10740 4,45103689569563 0 1
cellophane 10741 4,59323804652935 0 1
prosecco 10742 4,57613028691901 0 1
cheer 10743 4,71371156275911 0 1
lh1964 10744 1,14589130391641 0 1
tramezzino 10745 1,61725881948008 0 2
muc-flr 10746 0,831328426083237 0 1
clean-although 10747 -0,1137000470486 0 1
sparkling 10748 6,40396126001326 0 2
marco 10749 0,867008093077227 0 1
5.30 10750 0,766620457389681 0 1
8.45 10751 0,480231978083137 0 1
transporter 10752 1,49015514049221 0 1
atr7 10753 2,27536123431072 0 1
non-jet 10754 1,69109289506036 0 1
fra-bgy-fra 10755 0,445176708998706 0 1
fruits 10756 0,0883251171039069 0 1
blq-fra 10757 -0,196173204898915 0 1
195 10758 0,684922227908355 0 2
colours 10759 0,496288435997576 0 1
bucking 10760 0,642283303217163 0 1
trend 10761 0,514277019963729 0 1
now-a-days 10762 0,0496653655775195 0 1
wer 10763 -0,115957006679828 0 1
altogether 10764 1,31075052810402 0 1
introduce 10765 3,52419788154038 0 2
nardina 10766 4,68685404895193 0 2
distinguished 10767 1,77548820817633 0 1
undersigned 10768 2,36546640138396 0 1
desire 10769 1,99683703412155 0 1
servizio 10770 3,02710797988209 0 1
clienti 10771 2,80087884203572 0 1
meridiana 10772 2,07085603129624 0 1
telefonico 10773 2,76505516062726 0 1
grazie 10774 3,1170997953122 0 1
alla 10775 1,79657368096363 0 1
bravissima 10776 2,62849208206334 0 1
paziente 10777 2,16196430784742 0 1
signora 10778 5,36663448781084 0 2
quale 10779 3,45856515781887 0 1
ha 10780 2,07655866750356 0 1
aiutato 10781 2,65503100918375 0 1
avere 10782 1,61640377627518 0 1
tutte 10783 3,31362732770556 0 1
informazioni 10784 2,82317672917767 0 1
inerenti 10785 2,48687024739891 0 1
assistenza 10786 1,71512777461443 0 1
speciale 10787 2,86038163460809 0 1
ci 10788 1,56549198462884 0 1
tengo 10789 2,83536237633571 0 1
inoltre 10790 3,43466772229162 0 1
elogiare 10791 2,82801558511705 0 1
trattamento 10792 8,33067581701589 0 3
ricevuto 10793 5,38388280634949 0 2
all'aeroporto 10794 2,33296412268326 0 1
parte 10795 2,73675984294934 0 1
supervisore 10796 3,34357264816927 0 1
addetta 10797 5,99208729806919 0 2
sono 10798 2,20296100187253 0 1
contraddistinti 10799 2,12169350433242 0 1
gentilezza 10800 4,73040490165837 0 2
velocità 10801 2,3558402819819 0 1
risolutezza 10802 2,82083361564243 0 1
nella 10803 3,30712419459928 0 1
gestione 10804 2,53990016832943 0 1
della 10805 2,66574167048826 0 1
problematica 10806 3,10937600192119 0 1
essendo 10807 3,42510003499924 0 1
sottoscritto 10808 1,85826149413281 0 1
disabile 10809 2,59451926923102 0 1
così 10810 3,41668469548071 0 1
sharmilla 10811 1,52636087780183 0 1
dell'aeroporto 10812 2,43719241159837 0 1
stesso 10813 2,12635712820401 0 1
ritorno 10814 1,91972983554924 0 1
nelle 10815 3,38725235959853 0 1
mie 10816 2,29787330925366 0 1
numerosissime 10817 2,13603810343707 0 1
esperienze 10818 2,46086632970761 0 1
volo 10819 2,22388034627022 0 1
aeree 10820 2,20907012778757 0 1
differenti 10821 2,82647241434384 0 1
avevo 10822 1,7099962608004 0 1
simile 10823 3,03010406230116 0 1
aggiungo 10824 2,06216934908282 0 1
ciò 10825 1,69909243201795 0 1
scritto 10826 2,97020313677853 0 1
disponibilità 10827 2,68697329945256 0 1
voglia 10828 1,9320910751969 0 1
lavorare 10829 1,88033998961576 0 1
degli 10830 4,45300110730017 0 2
equipaggi 10831 2,63640485849995 0 1
aeromobili 10832 3,45900334322779 0 1
davvero 10833 2,24494098347842 0 1
yangon 10834 0,928160303844214 0 1
nyaung 10835 1,42071839595247 0 1
kbz 10836 2,23419741440294 0 2
myanmar 10837 0,00927959210671458 0 1
cleanest 10838 0,573727171297058 0 1
healthy 10839 1,45743509296208 0 3
timw 10840 0,877494252928297 0 1
laugage 10841 -0,209972252934227 0 1
koryo 10842 1,60212016431713 0 2
1-star 10843 0,370972721358283 0 1
unjustified 10844 0,818677686815466 0 1
pek-fnj 10845 1,30830685045026 0 1
tupolev-204 10846 -0,20917682052086 0 1
pyongyang 10847 2,50431864857875 0 4
chongjin 10848 0,564152942488041 0 1
sondok 10849 0,545711772025429 0 1
il-62 10850 0,0388865426363827 0 1
il-18 10851 0,807534553672902 0 1
tu-134 10852 0,631220940049375 0 1
tu-204 10853 1,57908066454301 0 1
an-24 10854 2,11262339442625 0 1
cider 10855 1,60393246794303 0 1
shelves 10856 0,845844039062897 0 1
half-empty 10857 1,99072957122267 0 1
dprk 10858 1,44495486339785 0 1
impersonal 10859 0,540807746742297 0 1
antananarivo 10860 2,3955385590417 0 1
nosy 10861 1,12240272780061 0 1
incl 10862 1,19300897023315 0 1
chf 10863 1,67792151494786 0 1
2,950 10864 0,341518209614567 0 1
lean 10865 1,18027985784238 0 1
europa's 10866 -0,232642454995142 0 1
believer 10867 0,992251454942045 0 1
posh 10868 2,1981968243598 0 1
airmiles 10869 2,19901145002759 0 2
cibelles 10870 0,853054955626398 0 1
expert 10871 2,68859373800857 0 2
dock 10872 2,66231093363013 0 1
quid 10873 1,60343126058738 0 1
domodedovo 10874 1,84638608589134 0 1
chisinau 10875 22,9190427010968 0 4
moldova 10876 3,3243522962203 0 4
suspend 10877 20,6390238121334 0 1
suspension 10878 19,5114266481769 0 1
restored 10879 20,0538627713238 0 1
command 10880 1,50826923167718 0 1
kbp-kiv 10881 0,165884498630597 0 1
allowances 10882 0,122820342063354 0 1
brasilia 10883 1,38637928827031 0 1
easiest 10884 1,94145343356833 0 1
manners 10885 1,24546650296332 0 1
namibia 10886 17,4051841628296 0 12
windhoek 10887 10,5799227934237 0 12
seat-pitch 10888 1,3323175920324 0 1
generall 10889 2,32422786570351 0 1
nostrum 10890 3,97487442245468 0 5
strength 10891 -0,256532149369145 0 1
narrowbody 10892 0,764324746590259 0 1
granada 10893 1,33291942902511 0 1
skilful 10894 0,36189653839073 0 1
day-return 10895 1,35509156387071 0 1
attractively 10896 1,19701880067448 0 1
2x2x2 10897 2,82419867768148 0 2
1h30 10898 0,72945453707569 0 1
inter-european 10899 1,03839786473587 0 1
swo714 10900 6,04094938740178 0 1
walvisbay 10901 14,7985719778568 0 3
tragedy 10902 6,00612189425441 0 1
framed 10903 4,4651415982587 0 1
photograph 10904 10,2926569892525 0 2
son-in-law 10905 6,15029292085687 0 1
assurance 10906 5,54522371541021 0 1
malta 10907 48,9277904379311 0 31
bristol 10908 0,432694603983636 0 1
mah-pmi 10909 1,1935810360562 0 1
iberia/ba 10910 0,779580223876787 0 1
melilla 10911 2,80682054879461 0 2
duties 10912 1,87930322702942 0 1
pride 10913 0,79109239605772 0 1
ideal 10914 1,23253853294651 0 1
bizarrely 10915 1,62965406637157 0 1
suitably 10916 0,399582391697719 0 1
wdh-jnb 10917 0,0066296998442289 0 1
saa 10918 0,0364681007510368 0 1
windhoek-cape 10919 0,796051717082063 0 1
mad-val-mad 10920 0,175095954292964 0 1
colouring 10921 -0,412565108347947 0 1
pencils 10922 0,859933865889876 0 1
namibian 10923 1,27396896461675 0 1
sw709 10924 1,32413705886534 0 1
y/c 10925 -0,290412900964922 0 1
heated 10926 1,12426896459622 0 1
beef-chicken-fish 10927 1,6293914941742 0 1
suggestions 10928 0,0415347192164206 0 1
disposable 10929 0,091294530961334 0 1
drop-down 10930 1,32202358153743 0 1
rarotonga 10931 2,80015363791033 0 3
aitutaki 10932 1,60956901726759 0 2
brochure 10933 1,27302851223994 0 1
tea/coffee/water 10934 0,712913170835428 0 1
2.00 10935 1,50969748925869 0 1
rivals 10936 0,359762681862229 0 1
ambassador 10937 1,85767882129069 0 1
idyllic 10938 0,493722453989891 0 1
perth 10939 19,0911608450074 0 3
fearing 10940 9,20024297381763 0 1
drama 10941 9,17739431647463 0 1
papeete 10942 3,34722810301335 0 3
polynesia 10943 3,53873659173899 0 2
colourful 10944 1,34464765374765 0 1
justified 10945 2,26805387515018 0 1
unreachable 10946 0,964164654893877 0 1
atn 10947 2,67323240566684 0 2
dodge 10948 1,50038093184139 0 1
modify 10949 1,63224250033137 0 1
humor 10950 1,35550919303461 0 1
mla-lhr 10951 10,3903892528221 0 2
refit 10952 10,2877307035903 0 1
paint 10953 10,2334029585744 0 1
deservedly 10954 1,96330191193302 0 1
won 10955 1,75351444061544 0 1
expat 10956 0,838637901860586 0 1
community 10957 0,232152877483588 0 1
lhr-mla 10958 -0,0589955231915207 0 1
km101 10959 0,183069750146507 0 1
km102 10960 -0,173976106324222 0 1
26/12/13 10961 1,01583216312147 0 1
1/1/2014 10962 1,48625499749847 0 1
seychelles 10963 3,94140014156764 0 4
dubious 10964 1,77155746792981 0 1
tahiti 10965 10,5794267588199 0 6
nui 10966 4,09725158964156 0 3
colorfull 10967 0,206274723730178 0 1
visitors 10968 2,47817924608392 0 1
luqa 10969 2,12284106454944 0 1
lgw-mla 10970 1,2698913994105 0 1
groove 10971 0,541903585308187 0 1
revamped 10972 1,71290726373573 0 1
necessitating 10973 0,345307529925046 0 1
stowing 10974 1,79580888035512 0 1
auh/sez/auh 10975 0,297701761497977 0 1
jnb-sez 10976 0,540206837812535 0 1
mahe 10977 2,82119737100843 0 3
manchester-malta 10978 0,629321336201076 0 1
obtrusive 10979 1,75608320904713 0 1
fra-mal 10980 1,14542246500283 0 1
incline 10981 1,25103661555379 0 1
organic 10982 1,32901059511537 0 1
creams 10983 1,60929225166761 0 1
flower 10984 1,93578537070927 0 1
essences 10985 1,13163449560834 0 1
clockwork 10986 0,0124230609798911 0 1
25.12.2021 10987 1,87616620025419 0 1
31.12.2021 10988 1,40972661669819 0 1
tarrif 10989 0,959398745121154 0 1
yearly 10990 2,17105962465101 0 1
odd 10991 1,62760984163154 0 1
spoilt 10992 2,7166743713043 0 1
serbia 10993 23,1106530286887 0 19
melbourne-sydney-port 10994 1,96513670844265 0 1
vila-melbourne 10995 0,984410718308953 0 1
vila 10996 6,19113928172325 0 4
courses 10997 2,30582801956023 0 2
vanuatuan 10998 1,96717911188825 0 1
non-airconditioned 10999 1,46522103946899 0 1
mall 11000 1,67080235256385 0 1
conditioned 11001 0,657889944574744 0 1
packets 11002 1,19505315958292 0 1
obey 11003 2,17753989411403 0 1
viva 11004 0,762351121782489 0 1
touchdown 11005 1,21360562858805 0 1
cotton 11006 2,07748187583754 0 1
nf 11007 0,642423049985628 0 1
vli-akl 11008 1,13759395453967 0 1
liqueur 11009 0,865600153415278 0 1
ppt 11010 5,21330767730871 0 3
rdu 11011 1,41744059641726 0 1
a349 11012 2,00283156214414 0 1
redone 11013 1,28492129905379 0 1
bearable 11014 3,73764734027798 0 2
anticipation 11015 2,174987316865 0 1
rocked 11016 0,986821602278772 0 1
nf50 11017 0,276962766692491 0 1
x-rayed 11018 0,705614736585698 0 1
performs 11019 1,13992299467322 0 1
visual 11020 1,56700357863074 0 1
mur 11021 0,121085343193768 0 1
lax-ppt 11022 0,296548114482569 0 1
ambience 11023 0,31878049798253 0 1
tropical 11024 0,251781459269943 0 1
e170 11025 0,342281583110933 0 1
comprehensive 11026 1,92522926019748 0 2
inward 11027 1,40225455989235 0 1
paris-lax 11028 0,880170843834137 0 1
wonderfully 11029 1,11139818141768 0 1
noisily 11030 0,906562566201465 0 1
promote 11031 1,7343788555052 0 1
consumables 11032 0,654018241238789 0 1
37th 11033 2,56410033249487 0 1
tenzen 11034 1,48528089224607 0 1
priority/business 11035 1,78753255470075 0 1
nearly-new 11036 0,555983478322617 0 1
switches 11037 1,85147072633331 0 1
impressively 11038 1,54694115521709 0 1
excellently 11039 1,4221797674532 0 1
chablis 11040 1,75415264510277 0 1
sleeps 11041 1,67000003036577 0 1
angle 11042 0,838572262105798 0 1
horizontally 11043 0,64412647967419 0 1
awoken 11044 0,346091151258951 0 1
pioneered 11045 2,25361903568433 0 1
slides 11046 2,12477830183915 0 1
built 11047 1,93175309460226 0 1
fuzz 11048 1,77300544105144 0 1
lax-ppt-akl-lax 11049 2,89014942287009 0 1
peeved 11050 1,09758914732262 0 1
sheraton)and 11051 2,41417647777785 0 1
caution 11052 1,50021329638558 0 1
700$1000usd 11053 1,42725614105689 0 1
anz 11054 2,49821748468011 0 1
priti 11055 0,949717015330548 0 1
riya 11056 1,76134183605264 0 1
tumi 11057 3,57627268693236 0 2
pajamas 11058 1,12575843782432 0 1
consume 11059 1,62006954165179 0 1
soi 11060 1,88837639223243 0 1
willingness 11061 1,97522732041554 0 1
manufactured 11062 0,962252238934046 0 1
lax's 11063 1,02619580292431 0 1
self-serviced 11064 1,25903762148648 0 1
unmanned 11065 2,27892878902095 0 1
prints 11066 1,1634223760401 0 1
attach 11067 2,43873125945159 0 1
browsing 11068 2,79964043661004 0 1
a220 11069 2,65011478110688 0 1
e190 11070 2,21900386238424 0 1
identical 11071 1,73535089978732 0 1
2g 11072 2,2300216487283 0 1
afar 11073 2,38343500042494 0 1
rail 11074 2,48577038086288 0 1
druring 11075 0,0970035661463642 0 1
lengths 11076 9,08251321221819 0 1
buds 11077 7,4524217659386 0 1
dislodged 11078 7,7726894778538 0 1
quit 11079 7,79816255471584 0 1
bud 11080 9,01750342730316 0 1
retails 11081 7,39347629076497 0 1
profusely 11082 8,32924926338217 0 1
engaging 11083 7,79002155209427 0 1
valentine's 11084 3,11380909518982 0 2
infact 11085 1,09238611226547 0 1
extraordinary 11086 1,73416559637253 0 1
converse 11087 0,7267621374348 0 1
rightful 11088 0,965882876126972 0 1
onboarding 11089 0,0355638843661006 0 1
kiwi 11090 1,92619076186148 0 2
outlier 11091 0,579710830133274 0 1
detract 11092 1,0257123078805 0 1
elevate 11093 2,82687164187751 0 1
announcments 11094 1,13380338416146 0 1
silk 11095 5,27892539174246 0 1
lungs 11096 4,5077478629573 0 1
cocomelon 11097 3,61237653070706 0 1
rejecting 11098 5,48508893418363 0 1
10hr 11099 4,16716243823392 0 1
cried 11100 5,19019673564015 0 1
deprivation 11101 4,78604710348232 0 1
inconsolable 11102 4,23211271908698 0 1
heroes 11103 4,22289072103933 0 1
psychiatric 11104 4,07114562605095 0 1
therapy 11105 4,76223831310041 0 1
salute 11106 3,58415489461466 0 1
we’re 11107 1,01677830937168 0 1
pursers 11108 1,34148578105564 0 1
145 11109 1,20121391555351 0 1
cosy 11110 0,467203916361185 0 1
comeback 11111 0,908920183362868 0 1
nonsense 11112 1,10358330295588 0 1
cherry 11113 0,627596006788125 0 1
wellington 11114 6,5025663065736 0 3
wed 11115 1,79490022514709 0 1
pivotal 11116 0,94597818071301 0 1
50m 11117 2,07223080455895 0 1
ambient 11118 2,0123867539281 0 1
562 11119 1,96665152114194 0 1
wesley 11120 1,2447632179804 0 1
nephew 11121 1,13666026393727 0 1
knitting 11122 2,17284840865659 0 1
needle 11123 2,7640765671451 0 1
visible 11124 2,32392405798841 0 1
bump 11125 1,63929304715213 0 1
declaration 11126 3,9096386544917 0 3
mildly 11127 2,00315003069264 0 1
remembering 11128 2,54963162073383 0 1
777’s 11129 2,4068450517053 0 1
warmth 11130 1,68925577918499 0 1
ahmedabad 11131 1,67013663978788 0 1
309 11132 1,06733280344276 0 1
acute 11133 0,705527011307667 0 1
breaks 11134 1,70796579076348 0 1
upper 11135 1,33145629550864 0 1
gestures 11136 2,26136354336579 0 1
exhibited 11137 1,20635851403063 0 1
emmanuel 11138 3,01887593051366 0 1
rollier 11139 4,55157085957544 0 1
sunil 11140 7,70823138454381 0 2
lohat 11141 2,81738733319444 0 1
hitches 11142 3,98527641002334 0 1
committed 11143 3,66466900378683 0 1
hometowns 11144 2,06835999035666 0 1
nat 11145 3,11727059488989 0 2
nelson 11146 4,17612758231169 0 2
destress 11147 1,19811632791446 0 1
minded 11148 0,224305408319601 0 1
ai 11149 1,03890319924751 0 1
mushrooms 11150 1,13294717824689 0 1
polenta 11151 1,13551702412568 0 1
camargue 11152 0,399989743996407 0 1
hobart 11153 1,71843740112075 0 1
nz198 11154 1,1223992083326 0 1
inaugural 11155 3,95353648511392 0 2
nz197 11156 0,813198682904802 0 1
pursued 11157 1,66803614002095 0 1
bode 11158 1,69896664516952 0 1
precautions 11159 2,23185256101743 0 1
barcelo 11160 2,35259969586162 0 1
maya 11161 1,88100485349121 0 1
dispatched 11162 2,26714673036111 0 1
sanitizers 11163 1,93464075915266 0 1
voila 11164 1,21195817660166 0 1
entertainments 11165 1,69706730488551 0 1
visited 11166 0,341587402271846 0 1
freshly 11167 0,898056313999955 0 1
macchiato 11168 0,719630227945573 0 1
sections 11169 0,471109955930668 0 1
blenheim 11170 8,5335368009906 0 3
7:30pm 11171 3,53961970840563 0 1
7:00 11172 3,15335495004121 0 1
restriction 11173 6,96081602101252 0 1
837 11174 6,75842030796149 0 1
nicholas 11175 5,22737600101502 0 1
eric 11176 5,95138397014299 0 1
terrace 11177 -0,19182056085757 0 1
serbian 11178 2,19571661404135 0 4
ju 11179 2,00665351972294 0 3
523 11180 -0,136834484495611 0 1
414 11181 1,31152229081445 0 1
12/08/15 11182 0,678844620882927 0 1
zakynthos 11183 1,6107284378776 0 1
promo 11184 -0,0261021310119434 0 1
pmi-bcn 11185 1,25373875058896 0 1
turbo-prop 11186 1,57014691516298 0 1
metre 11187 1,64889542169352 0 1
travel/politics 11188 1,88312782234658 0 1
clubs 11189 1,85442935184316 0 1
overcomplicated 11190 0,918257633465462 0 1
fco-beg-auh 11191 0,393327415265761 0 1
fco-beg 11192 1,30739188078204 0 1
beg 11193 0,387023348634608 0 1
ts 11194 1,99897117563475 0 1
733 11195 2,12722649081947 0 1
intensely 11196 2,55024061773449 0 1
early-morning 11197 1,05063565087069 0 1
necessitated 11198 1,45271082718517 0 1
transat's 11199 1,47129271676358 0 1
checked-luggage 11200 0,975683180697115 0 1
first-of-line 11201 2,47807124148964 0 1
ts0656 11202 2,27848611188982 0 1
goodies 11203 2,55319547921102 0 1
19h 11204 1,30536651448597 0 1
19j 11205 2,19332752348544 0 1
clouds 11206 2,58216212772865 0 1
ts0657 11207 1,53917382878213 0 1
frank 11208 2,16001718554647 0 1
pais 11209 1,09502329970478 0 1
extra-weight 11210 1,50215258202616 0 1
return-flight 11211 2,70501925419318 0 1
18h 11212 1,47231957068309 0 1
18j 11213 0,992313159719255 0 1
sliced 11214 2,26868705892409 0 1
keep-us-going 11215 2,44107741100764 0 1
grown 11216 2,60216023856875 0 1
sympathize 11217 2,15641829993409 0 1
alice 11218 1,36074289612507 0 1
g 11219 1,35821943197316 0 1
preselected 11220 2,32692040760392 0 1
diminish 11221 2,19269201783123 0 1
lesser 11222 2,51492852890628 0 1
lgw-mad 11223 1,36520089845415 0 1
heating 11224 -0,147147658163285 0 1
snowy 11225 0,84020929184752 0 1
romania 11226 0,132227811232315 0 1
80s 11227 0,666331585015325 0 1
ju414 11228 0,961844800674284 0 1
415 11229 0,631193772438538 0 1
belgrade-stockholm-belgrade 11230 0,677135338577039 0 1
